"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 10 16:28:22 GMT 2023","Fri Feb 10 16:28:27 GMT 2023","4334","","Verify search functionality","","Verify items on the page with pagination","","Verify items on the page with pagination",""
"passed","Fri Feb 10 16:28:18 GMT 2023","Fri Feb 10 16:28:22 GMT 2023","4143","","Verify search functionality","","Verify items on the page","","Verify items on the page",""
"broken","Fri Feb 10 16:28:15 GMT 2023","Fri Feb 10 16:28:18 GMT 2023","3719","","Verify search functionality","","Verify search form auto complete","","Verify search form auto complete",""
"broken","Fri Feb 10 16:27:58 GMT 2023","Fri Feb 10 16:28:04 GMT 2023","5707","","Verify search functionality","","Verify search for a valid item","","Verify search for a valid item",""
"passed","Fri Feb 10 16:27:08 GMT 2023","Fri Feb 10 16:27:27 GMT 2023","18993","","Verify the structure of the header","","Verify header panel structure","","Verify header panel structure",""
"passed","Fri Feb 10 16:27:40 GMT 2023","Fri Feb 10 16:27:46 GMT 2023","6129","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Hoodies & Sweatshirts","","Verify navigation through main menu for the following Women>>Tops>>Hoodies & Sweatshirts",""
"passed","Fri Feb 10 16:27:34 GMT 2023","Fri Feb 10 16:27:40 GMT 2023","6004","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Jackets","","Verify navigation through main menu for the following Women>>Tops>>Jackets",""
"passed","Fri Feb 10 16:28:27 GMT 2023","Fri Feb 10 16:28:34 GMT 2023","7040","","Verify search functionality","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Fri Feb 10 16:27:52 GMT 2023","Fri Feb 10 16:27:58 GMT 2023","6112","","Verify navigation through main menu","","Verify navigation through main menu for the following Gear>>Bags","","Verify navigation through main menu for the following Gear>>Bags",""
"passed","Fri Feb 10 16:27:46 GMT 2023","Fri Feb 10 16:27:52 GMT 2023","6066","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Bras & Tanks","","Verify navigation through main menu for the following Women>>Tops>>Bras & Tanks",""
"passed","Fri Feb 10 16:27:27 GMT 2023","Fri Feb 10 16:27:34 GMT 2023","6461","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Tees","","Verify navigation through main menu for the following Women>>Tops>>Tees",""
"broken","Fri Feb 10 16:28:59 GMT 2023","Fri Feb 10 16:29:06 GMT 2023","6894","","Verify search functionality","","Verify navigation to the next page","","Verify navigation to the next page",""
"passed","Fri Feb 10 16:28:34 GMT 2023","Fri Feb 10 16:28:43 GMT 2023","8881","","Verify search functionality","","Verify 'ASC' sorting by 'PRICE' criteria","","Verify 'ASC' sorting by 'PRICE' criteria",""
"passed","Fri Feb 10 16:28:50 GMT 2023","Fri Feb 10 16:28:59 GMT 2023","8637","","Verify search functionality","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Fri Feb 10 16:28:43 GMT 2023","Fri Feb 10 16:28:50 GMT 2023","7391","","Verify search functionality","","Verify 'DESC' sorting by 'PRICE' criteria","","Verify 'DESC' sorting by 'PRICE' criteria",""
"broken","Fri Feb 10 16:28:04 GMT 2023","Fri Feb 10 16:28:10 GMT 2023","6736","","Verify search functionality","","Verify search for an item LIST view","","Verify search for an item LIST view",""
"broken","Fri Feb 10 16:28:10 GMT 2023","Fri Feb 10 16:28:15 GMT 2023","4090","","Verify search functionality","","Verify search for an item GRID view","","Verify search for an item GRID view",""
