"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 14 13:59:21 GMT 2023","Tue Feb 14 13:59:31 GMT 2023","10019","","Verify search functionality","","Verify 'ASC' sorting by 'PRICE' criteria","","Verify 'ASC' sorting by 'PRICE' criteria",""
"passed","Tue Feb 14 13:58:23 GMT 2023","Tue Feb 14 13:58:30 GMT 2023","7313","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Bras & Tanks","","Verify navigation through main menu for the following Women>>Tops>>Bras & Tanks",""
"passed","Tue Feb 14 13:58:16 GMT 2023","Tue Feb 14 13:58:23 GMT 2023","7286","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Hoodies & Sweatshirts","","Verify navigation through main menu for the following Women>>Tops>>Hoodies & Sweatshirts",""
"passed","Tue Feb 14 13:57:37 GMT 2023","Tue Feb 14 13:57:58 GMT 2023","21175","","Verify the structure of the header","","Verify header panel structure","","Verify header panel structure",""
"passed","Tue Feb 14 13:59:12 GMT 2023","Tue Feb 14 13:59:21 GMT 2023","8279","","Verify search functionality","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Tue Feb 14 13:58:30 GMT 2023","Tue Feb 14 13:58:37 GMT 2023","7164","","Verify navigation through main menu","","Verify navigation through main menu for the following Gear>>Bags","","Verify navigation through main menu for the following Gear>>Bags",""
"passed","Tue Feb 14 13:59:01 GMT 2023","Tue Feb 14 13:59:07 GMT 2023","5283","","Verify search functionality","","Verify items on the page","","Verify items on the page",""
"broken","Tue Feb 14 13:58:37 GMT 2023","Tue Feb 14 13:58:44 GMT 2023","6518","","Verify search functionality","","Verify search for a valid item","","Verify search for a valid item",""
"passed","Tue Feb 14 13:59:39 GMT 2023","Tue Feb 14 13:59:48 GMT 2023","9571","","Verify search functionality","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria",""
"broken","Tue Feb 14 13:58:57 GMT 2023","Tue Feb 14 13:59:01 GMT 2023","4824","","Verify search functionality","","Verify search form auto complete","","Verify search form auto complete",""
"broken","Tue Feb 14 13:58:44 GMT 2023","Tue Feb 14 13:58:51 GMT 2023","7273","","Verify search functionality","","Verify search for an item LIST view","","Verify search for an item LIST view",""
"broken","Tue Feb 14 13:58:51 GMT 2023","Tue Feb 14 13:58:57 GMT 2023","5240","","Verify search functionality","","Verify search for an item GRID view","","Verify search for an item GRID view",""
"passed","Tue Feb 14 13:59:31 GMT 2023","Tue Feb 14 13:59:39 GMT 2023","8092","","Verify search functionality","","Verify 'DESC' sorting by 'PRICE' criteria","","Verify 'DESC' sorting by 'PRICE' criteria",""
"passed","Tue Feb 14 13:57:59 GMT 2023","Tue Feb 14 13:58:07 GMT 2023","8670","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Tees","","Verify navigation through main menu for the following Women>>Tops>>Tees",""
"passed","Tue Feb 14 13:59:07 GMT 2023","Tue Feb 14 13:59:12 GMT 2023","5480","","Verify search functionality","","Verify items on the page with pagination","","Verify items on the page with pagination",""
"broken","Tue Feb 14 13:59:48 GMT 2023","Tue Feb 14 13:59:57 GMT 2023","8690","","Verify search functionality","","Verify navigation to the next page","","Verify navigation to the next page",""
"passed","Tue Feb 14 13:58:07 GMT 2023","Tue Feb 14 13:58:16 GMT 2023","8398","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Jackets","","Verify navigation through main menu for the following Women>>Tops>>Jackets",""
