"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Feb 09 12:14:22 GMT 2023","Thu Feb 09 12:14:22 GMT 2023","23","","Verify search functionality","","Verify search for an item GRID view","","Verify search for an item GRID view",""
"broken","Thu Feb 09 12:14:22 GMT 2023","Thu Feb 09 12:14:22 GMT 2023","18","","Verify search functionality","","Verify navigation to the next page","","Verify navigation to the next page",""
"broken","Thu Feb 09 12:14:22 GMT 2023","Thu Feb 09 12:14:22 GMT 2023","28","","Verify search functionality","","Verify search for an item LIST view","","Verify search for an item LIST view",""
"broken","Thu Feb 09 12:14:22 GMT 2023","Thu Feb 09 12:14:22 GMT 2023","27","","Verify search functionality","","Verify 'ASC' sorting by 'PRICE' criteria","","Verify 'ASC' sorting by 'PRICE' criteria",""
"broken","Thu Feb 09 12:14:22 GMT 2023","Thu Feb 09 12:14:22 GMT 2023","17","","Verify search functionality","","Verify 'DESC' sorting by 'PRICE' criteria","","Verify 'DESC' sorting by 'PRICE' criteria",""
"broken","Thu Feb 09 12:14:07 GMT 2023","Thu Feb 09 12:14:14 GMT 2023","7021","","Verify the structure of the header","","Verify header panel welcome message","","Verify header panel welcome message",""
"broken","Thu Feb 09 12:14:22 GMT 2023","Thu Feb 09 12:14:22 GMT 2023","22","","Verify search functionality","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria",""
"broken","Thu Feb 09 12:14:22 GMT 2023","Thu Feb 09 12:14:22 GMT 2023","19","","Verify search functionality","","Verify items on the page with pagination","","Verify items on the page with pagination",""
"broken","Thu Feb 09 12:14:14 GMT 2023","Thu Feb 09 12:14:22 GMT 2023","7944","","Verify the structure of the header","","Verify header panel structure","","Verify header panel structure",""
"broken","Thu Feb 09 12:14:22 GMT 2023","Thu Feb 09 12:14:22 GMT 2023","22","","Verify search functionality","","Verify items on the page","","Verify items on the page",""
"broken","Thu Feb 09 12:14:22 GMT 2023","Thu Feb 09 12:14:22 GMT 2023","20","","Verify search functionality","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria",""
