"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Feb 17 11:21:58 GMT 2023","Fri Feb 17 11:21:58 GMT 2023","667","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Jackets","","Verify navigation through main menu for the following Women>>Tops>>Jackets",""
"broken","Fri Feb 17 11:22:05 GMT 2023","Fri Feb 17 11:22:05 GMT 2023","708","","Verify search functionality","","Verify items on the page with pagination","","Verify items on the page with pagination",""
"broken","Fri Feb 17 11:22:07 GMT 2023","Fri Feb 17 11:22:08 GMT 2023","859","","Verify search functionality","","Verify 'DESC' sorting by 'PRICE' criteria","","Verify 'DESC' sorting by 'PRICE' criteria",""
"broken","Fri Feb 17 11:22:05 GMT 2023","Fri Feb 17 11:22:06 GMT 2023","695","","Verify search functionality","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria",""
"broken","Fri Feb 17 11:22:08 GMT 2023","Fri Feb 17 11:22:09 GMT 2023","663","","Verify search functionality","","Verify navigation to the next page","","Verify navigation to the next page",""
"broken","Fri Feb 17 11:22:02 GMT 2023","Fri Feb 17 11:22:03 GMT 2023","860","","Verify search functionality","","Verify search for an item GRID view","","Verify search for an item GRID view",""
"broken","Fri Feb 17 11:22:08 GMT 2023","Fri Feb 17 11:22:08 GMT 2023","689","","Verify search functionality","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria",""
"broken","Fri Feb 17 11:21:37 GMT 2023","Fri Feb 17 11:21:57 GMT 2023","19168","","Verify the structure of the header","","Verify header panel structure","","Verify header panel structure",""
"broken","Fri Feb 17 11:22:01 GMT 2023","Fri Feb 17 11:22:02 GMT 2023","716","","Verify search functionality","","Verify search for an item LIST view","","Verify search for an item LIST view",""
"broken","Fri Feb 17 11:22:04 GMT 2023","Fri Feb 17 11:22:05 GMT 2023","662","","Verify search functionality","","Verify items on the page","","Verify items on the page",""
"broken","Fri Feb 17 11:21:57 GMT 2023","Fri Feb 17 11:21:57 GMT 2023","604","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Tees","","Verify navigation through main menu for the following Women>>Tops>>Tees",""
"broken","Fri Feb 17 11:21:58 GMT 2023","Fri Feb 17 11:21:59 GMT 2023","858","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Hoodies & Sweatshirts","","Verify navigation through main menu for the following Women>>Tops>>Hoodies & Sweatshirts",""
"broken","Fri Feb 17 11:21:59 GMT 2023","Fri Feb 17 11:22:00 GMT 2023","704","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Bras & Tanks","","Verify navigation through main menu for the following Women>>Tops>>Bras & Tanks",""
"broken","Fri Feb 17 11:22:00 GMT 2023","Fri Feb 17 11:22:01 GMT 2023","652","","Verify navigation through main menu","","Verify navigation through main menu for the following Gear>>Bags","","Verify navigation through main menu for the following Gear>>Bags",""
"broken","Fri Feb 17 11:22:01 GMT 2023","Fri Feb 17 11:22:01 GMT 2023","799","","Verify search functionality","","Verify search for a valid item","","Verify search for a valid item",""
"broken","Fri Feb 17 11:22:06 GMT 2023","Fri Feb 17 11:22:07 GMT 2023","634","","Verify search functionality","","Verify 'ASC' sorting by 'PRICE' criteria","","Verify 'ASC' sorting by 'PRICE' criteria",""
"broken","Fri Feb 17 11:22:03 GMT 2023","Fri Feb 17 11:22:04 GMT 2023","705","","Verify search functionality","","Verify search form auto complete","","Verify search form auto complete",""
