"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 10 16:57:43 GMT 2023","Fri Feb 10 16:57:47 GMT 2023","4369","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Jackets","","Verify navigation through main menu for the following Women>>Tops>>Jackets",""
"passed","Fri Feb 10 16:58:46 GMT 2023","Fri Feb 10 16:58:54 GMT 2023","8217","","Verify search functionality","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Fri Feb 10 16:58:21 GMT 2023","Fri Feb 10 16:58:24 GMT 2023","3550","","Verify search functionality","","Verify items on the page with pagination","","Verify items on the page with pagination",""
"passed","Fri Feb 10 16:57:52 GMT 2023","Fri Feb 10 16:57:58 GMT 2023","5486","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Bras & Tanks","","Verify navigation through main menu for the following Women>>Tops>>Bras & Tanks",""
"passed","Fri Feb 10 16:58:32 GMT 2023","Fri Feb 10 16:58:40 GMT 2023","8679","","Verify search functionality","","Verify 'ASC' sorting by 'PRICE' criteria","","Verify 'ASC' sorting by 'PRICE' criteria",""
"broken","Fri Feb 10 16:58:54 GMT 2023","Fri Feb 10 16:58:59 GMT 2023","5150","","Verify search functionality","","Verify navigation to the next page","","Verify navigation to the next page",""
"passed","Fri Feb 10 16:57:37 GMT 2023","Fri Feb 10 16:57:43 GMT 2023","5416","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Tees","","Verify navigation through main menu for the following Women>>Tops>>Tees",""
"broken","Fri Feb 10 16:58:06 GMT 2023","Fri Feb 10 16:58:11 GMT 2023","5179","","Verify search functionality","","Verify search for an item LIST view","","Verify search for an item LIST view",""
"broken","Fri Feb 10 16:58:15 GMT 2023","Fri Feb 10 16:58:18 GMT 2023","2468","","Verify search functionality","","Verify search form auto complete","","Verify search form auto complete",""
"passed","Fri Feb 10 16:57:58 GMT 2023","Fri Feb 10 16:58:02 GMT 2023","4620","","Verify navigation through main menu","","Verify navigation through main menu for the following Gear>>Bags","","Verify navigation through main menu for the following Gear>>Bags",""
"passed","Fri Feb 10 16:58:18 GMT 2023","Fri Feb 10 16:58:21 GMT 2023","3209","","Verify search functionality","","Verify items on the page","","Verify items on the page",""
"broken","Fri Feb 10 16:58:02 GMT 2023","Fri Feb 10 16:58:06 GMT 2023","3742","","Verify search functionality","","Verify search for a valid item","","Verify search for a valid item",""
"passed","Fri Feb 10 16:58:40 GMT 2023","Fri Feb 10 16:58:46 GMT 2023","5575","","Verify search functionality","","Verify 'DESC' sorting by 'PRICE' criteria","","Verify 'DESC' sorting by 'PRICE' criteria",""
"passed","Fri Feb 10 16:57:19 GMT 2023","Fri Feb 10 16:57:37 GMT 2023","18577","","Verify the structure of the header","","Verify header panel structure","","Verify header panel structure",""
"broken","Fri Feb 10 16:58:11 GMT 2023","Fri Feb 10 16:58:15 GMT 2023","3836","","Verify search functionality","","Verify search for an item GRID view","","Verify search for an item GRID view",""
"passed","Fri Feb 10 16:58:24 GMT 2023","Fri Feb 10 16:58:31 GMT 2023","7126","","Verify search functionality","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Fri Feb 10 16:57:47 GMT 2023","Fri Feb 10 16:57:52 GMT 2023","4907","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Hoodies & Sweatshirts","","Verify navigation through main menu for the following Women>>Tops>>Hoodies & Sweatshirts",""
