"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 09 11:32:38 GMT 2023","Thu Feb 09 11:32:43 GMT 2023","5198","","Verify search functionality","","Verify 'DESC' sorting by 'PRICE' criteria","","Verify 'DESC' sorting by 'PRICE' criteria",""
"broken","Thu Feb 09 11:31:30 GMT 2023","Thu Feb 09 11:32:01 GMT 2023","31525","","Verify search functionality","","Verify items on the page with pagination","","Verify items on the page with pagination",""
"passed","Thu Feb 09 11:31:02 GMT 2023","Thu Feb 09 11:31:19 GMT 2023","16705","","Verify the structure of the header","","Verify header panel welcome message","","Verify header panel welcome message",""
"passed","Thu Feb 09 11:31:19 GMT 2023","Thu Feb 09 11:31:20 GMT 2023","1709","","Verify the structure of the header","","Verify header panel structure","","Verify header panel structure",""
"passed","Thu Feb 09 11:31:28 GMT 2023","Thu Feb 09 11:31:30 GMT 2023","2035","","Verify search functionality","","Verify items on the page","","Verify items on the page",""
"passed","Thu Feb 09 11:32:43 GMT 2023","Thu Feb 09 11:32:49 GMT 2023","6019","","Verify search functionality","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Thu Feb 09 11:32:01 GMT 2023","Thu Feb 09 11:32:06 GMT 2023","4915","","Verify search functionality","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria",""
"broken","Thu Feb 09 11:32:06 GMT 2023","Thu Feb 09 11:32:38 GMT 2023","31379","","Verify search functionality","","Verify 'ASC' sorting by 'PRICE' criteria","","Verify 'ASC' sorting by 'PRICE' criteria",""
"passed","Thu Feb 09 11:31:25 GMT 2023","Thu Feb 09 11:31:28 GMT 2023","2330","","Verify search functionality","","Verify search for an item GRID view","","Verify search for an item GRID view",""
"passed","Thu Feb 09 11:32:49 GMT 2023","Thu Feb 09 11:32:53 GMT 2023","4117","","Verify search functionality","","Verify navigation to the next page","","Verify navigation to the next page",""
"passed","Thu Feb 09 11:31:20 GMT 2023","Thu Feb 09 11:31:25 GMT 2023","4953","","Verify search functionality","","Verify search for an item LIST view","","Verify search for an item LIST view",""
