"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Feb 09 10:50:23 GMT 2023","Thu Feb 09 10:50:55 GMT 2023","31480","","Verify search functionality","","Verify 'DESC' sorting by 'PRICE' criteria","","Verify 'DESC' sorting by 'PRICE' criteria",""
"passed","Thu Feb 09 10:50:55 GMT 2023","Thu Feb 09 10:51:01 GMT 2023","6422","","Verify search functionality","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Thu Feb 09 10:49:08 GMT 2023","Thu Feb 09 10:49:10 GMT 2023","1751","","Verify the structure of the header","","Verify header panel structure","","Verify header panel structure",""
"passed","Thu Feb 09 10:49:10 GMT 2023","Thu Feb 09 10:49:38 GMT 2023","28104","","Verify search functionality","","Verify search for an item LIST view","","Verify search for an item LIST view",""
"passed","Thu Feb 09 10:49:44 GMT 2023","Thu Feb 09 10:49:47 GMT 2023","2455","","Verify search functionality","","Verify items on the page with pagination","","Verify items on the page with pagination",""
"passed","Thu Feb 09 10:49:38 GMT 2023","Thu Feb 09 10:49:42 GMT 2023","3538","","Verify search functionality","","Verify search for an item GRID view","","Verify search for an item GRID view",""
"passed","Thu Feb 09 10:48:53 GMT 2023","Thu Feb 09 10:49:08 GMT 2023","14990","","Verify the structure of the header","","Verify header panel welcome message","","Verify header panel welcome message",""
"broken","Thu Feb 09 10:49:52 GMT 2023","Thu Feb 09 10:50:23 GMT 2023","31462","","Verify search functionality","","Verify 'ASC' sorting by 'PRICE' criteria","","Verify 'ASC' sorting by 'PRICE' criteria",""
"passed","Thu Feb 09 10:51:01 GMT 2023","Thu Feb 09 10:51:06 GMT 2023","4627","","Verify search functionality","","Verify navigation to the next page","","Verify navigation to the next page",""
"passed","Thu Feb 09 10:49:42 GMT 2023","Thu Feb 09 10:49:44 GMT 2023","2680","","Verify search functionality","","Verify items on the page","","Verify items on the page",""
"passed","Thu Feb 09 10:49:47 GMT 2023","Thu Feb 09 10:49:52 GMT 2023","4935","","Verify search functionality","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria",""
