"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 09 09:37:37 GMT 2023","Thu Feb 09 09:37:42 GMT 2023","4868","","Verify search functionality","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Thu Feb 09 09:36:36 GMT 2023","Thu Feb 09 09:36:53 GMT 2023","16533","","Verify the structure of the header","","Verify header panel welcome message","","Verify header panel welcome message",""
"passed","Thu Feb 09 09:38:18 GMT 2023","Thu Feb 09 09:38:25 GMT 2023","7131","","Verify search functionality","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Thu Feb 09 09:37:34 GMT 2023","Thu Feb 09 09:37:37 GMT 2023","3136","","Verify search functionality","","Verify items on the page with pagination","","Verify items on the page with pagination",""
"passed","Thu Feb 09 09:36:53 GMT 2023","Thu Feb 09 09:36:55 GMT 2023","1738","","Verify the structure of the header","","Verify header panel structure","","Verify header panel structure",""
"broken","Thu Feb 09 09:37:00 GMT 2023","Thu Feb 09 09:37:31 GMT 2023","31475","","Verify search functionality","","Verify search for an item GRID view","","Verify search for an item GRID view",""
"passed","Thu Feb 09 09:36:55 GMT 2023","Thu Feb 09 09:37:00 GMT 2023","5167","","Verify search functionality","","Verify search for an item LIST view","","Verify search for an item LIST view",""
"passed","Thu Feb 09 09:38:13 GMT 2023","Thu Feb 09 09:38:18 GMT 2023","4812","","Verify search functionality","","Verify 'DESC' sorting by 'PRICE' criteria","","Verify 'DESC' sorting by 'PRICE' criteria",""
"passed","Thu Feb 09 09:37:31 GMT 2023","Thu Feb 09 09:37:34 GMT 2023","2544","","Verify search functionality","","Verify items on the page","","Verify items on the page",""
"broken","Thu Feb 09 09:37:42 GMT 2023","Thu Feb 09 09:38:13 GMT 2023","31389","","Verify search functionality","","Verify 'ASC' sorting by 'PRICE' criteria","","Verify 'ASC' sorting by 'PRICE' criteria",""
"passed","Thu Feb 09 09:38:25 GMT 2023","Thu Feb 09 09:38:30 GMT 2023","4334","","Verify search functionality","","Verify navigation to the next page","","Verify navigation to the next page",""
