"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Feb 09 09:29:29 GMT 2023","Thu Feb 09 09:30:01 GMT 2023","31698","","Verify search functionality","","Verify search for a valid item","","Verify search for a valid item",""
"passed","Thu Feb 09 09:28:53 GMT 2023","Thu Feb 09 09:28:57 GMT 2023","4274","","Verify search functionality","","Verify search for a valid item","","Verify search for a valid item",""
"broken","Thu Feb 09 09:31:08 GMT 2023","Thu Feb 09 09:31:40 GMT 2023","31795","","Verify search functionality","","Verify items on the page with pagination","","Verify items on the page with pagination",""
"passed","Thu Feb 09 09:27:54 GMT 2023","Thu Feb 09 09:28:10 GMT 2023","16084","","Verify the structure of the header","","Verify header panel welcome message","","Verify header panel welcome message",""
"broken","Thu Feb 09 09:31:46 GMT 2023","Thu Feb 09 09:32:17 GMT 2023","31360","","Verify search functionality","","Verify 'ASC' sorting by 'PRICE' criteria","","Verify 'ASC' sorting by 'PRICE' criteria",""
"broken","Thu Feb 09 09:32:49 GMT 2023","Thu Feb 09 09:33:20 GMT 2023","31689","","Verify search functionality","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria",""
"broken","Thu Feb 09 09:30:01 GMT 2023","Thu Feb 09 09:30:33 GMT 2023","31840","","Verify search functionality","","Verify search for a valid item","","Verify search for a valid item",""
"passed","Thu Feb 09 09:28:10 GMT 2023","Thu Feb 09 09:28:12 GMT 2023","1685","","Verify the structure of the header","","Verify header panel structure","","Verify header panel structure",""
"passed","Thu Feb 09 09:28:18 GMT 2023","Thu Feb 09 09:28:21 GMT 2023","2943","","Verify search functionality","","Verify search for an item GRID view","","Verify search for an item GRID view",""
"passed","Thu Feb 09 09:31:40 GMT 2023","Thu Feb 09 09:31:46 GMT 2023","5884","","Verify search functionality","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Thu Feb 09 09:28:12 GMT 2023","Thu Feb 09 09:28:18 GMT 2023","6498","","Verify search functionality","","Verify search for an item LIST view","","Verify search for an item LIST view",""
"broken","Thu Feb 09 09:28:21 GMT 2023","Thu Feb 09 09:28:53 GMT 2023","31701","","Verify search functionality","","Verify search form auto complete","","Verify search form auto complete",""
"passed","Thu Feb 09 09:30:33 GMT 2023","Thu Feb 09 09:30:37 GMT 2023","4156","","Verify search functionality","","Verify search for a valid item","","Verify search for a valid item",""
"broken","Thu Feb 09 09:28:57 GMT 2023","Thu Feb 09 09:29:29 GMT 2023","31659","","Verify search functionality","","Verify search for a valid item","","Verify search for a valid item",""
"broken","Thu Feb 09 09:33:20 GMT 2023","Thu Feb 09 09:33:52 GMT 2023","31697","","Verify search functionality","","Verify navigation to the next page","","Verify navigation to the next page",""
"broken","Thu Feb 09 09:32:17 GMT 2023","Thu Feb 09 09:32:49 GMT 2023","31321","","Verify search functionality","","Verify 'DESC' sorting by 'PRICE' criteria","","Verify 'DESC' sorting by 'PRICE' criteria",""
"broken","Thu Feb 09 09:30:37 GMT 2023","Thu Feb 09 09:31:08 GMT 2023","31371","","Verify search functionality","","Verify items on the page","","Verify items on the page",""
