"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 09 12:20:09 GMT 2023","Thu Feb 09 12:20:14 GMT 2023","4197","","Verify search functionality","","Verify navigation to the next page","","Verify navigation to the next page",""
"passed","Thu Feb 09 12:18:19 GMT 2023","Thu Feb 09 12:18:22 GMT 2023","3018","","Verify search functionality","","Verify search for an item GRID view","","Verify search for an item GRID view",""
"broken","Thu Feb 09 12:19:01 GMT 2023","Thu Feb 09 12:19:33 GMT 2023","31768","","Verify search functionality","","Verify 'ASC' sorting by 'PRICE' criteria","","Verify 'ASC' sorting by 'PRICE' criteria",""
"passed","Thu Feb 09 12:19:33 GMT 2023","Thu Feb 09 12:19:38 GMT 2023","4936","","Verify search functionality","","Verify 'DESC' sorting by 'PRICE' criteria","","Verify 'DESC' sorting by 'PRICE' criteria",""
"broken","Thu Feb 09 12:18:24 GMT 2023","Thu Feb 09 12:18:56 GMT 2023","31709","","Verify search functionality","","Verify items on the page with pagination","","Verify items on the page with pagination",""
"broken","Thu Feb 09 12:19:38 GMT 2023","Thu Feb 09 12:20:09 GMT 2023","31342","","Verify search functionality","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Thu Feb 09 12:18:56 GMT 2023","Thu Feb 09 12:19:01 GMT 2023","5095","","Verify search functionality","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Thu Feb 09 12:18:12 GMT 2023","Thu Feb 09 12:18:14 GMT 2023","1804","","Verify the structure of the header","","Verify header panel structure","","Verify header panel structure",""
"passed","Thu Feb 09 12:17:55 GMT 2023","Thu Feb 09 12:18:12 GMT 2023","17438","","Verify the structure of the header","","Verify header panel welcome message","","Verify header panel welcome message",""
"passed","Thu Feb 09 12:18:22 GMT 2023","Thu Feb 09 12:18:24 GMT 2023","2468","","Verify search functionality","","Verify items on the page","","Verify items on the page",""
"passed","Thu Feb 09 12:18:14 GMT 2023","Thu Feb 09 12:18:19 GMT 2023","5003","","Verify search functionality","","Verify search for an item LIST view","","Verify search for an item LIST view",""
