"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 17 13:10:47 GMT 2023","Fri Feb 17 13:11:07 GMT 2023","20049","","Verify search functionality","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Fri Feb 17 13:12:13 GMT 2023","Fri Feb 17 13:12:33 GMT 2023","20104","","Verify search functionality","","Verify navigation to the next page","","Verify navigation to the next page",""
"passed","Fri Feb 17 13:07:25 GMT 2023","Fri Feb 17 13:07:54 GMT 2023","29797","","Verify the structure of the header","","Verify header panel structure","","Verify header panel structure",""
"passed","Fri Feb 17 13:10:23 GMT 2023","Fri Feb 17 13:10:34 GMT 2023","11416","","Verify search functionality","","Verify items on the page","","Verify items on the page",""
"passed","Fri Feb 17 13:11:49 GMT 2023","Fri Feb 17 13:12:13 GMT 2023","23755","","Verify search functionality","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Fri Feb 17 13:10:34 GMT 2023","Fri Feb 17 13:10:47 GMT 2023","12787","","Verify search functionality","","Verify items on the page with pagination","","Verify items on the page with pagination",""
"passed","Fri Feb 17 13:07:55 GMT 2023","Fri Feb 17 13:08:12 GMT 2023","17856","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Tees","","Verify navigation through main menu for the following Women>>Tops>>Tees",""
"passed","Fri Feb 17 13:09:08 GMT 2023","Fri Feb 17 13:09:26 GMT 2023","17562","","Verify navigation through main menu","","Verify navigation through main menu for the following Gear>>Bags","","Verify navigation through main menu for the following Gear>>Bags",""
"passed","Fri Feb 17 13:11:07 GMT 2023","Fri Feb 17 13:11:29 GMT 2023","22512","","Verify search functionality","","Verify 'ASC' sorting by 'PRICE' criteria","","Verify 'ASC' sorting by 'PRICE' criteria",""
"passed","Fri Feb 17 13:10:11 GMT 2023","Fri Feb 17 13:10:23 GMT 2023","11075","","Verify search functionality","","Verify search form auto complete","","Verify search form auto complete",""
"passed","Fri Feb 17 13:09:59 GMT 2023","Fri Feb 17 13:10:11 GMT 2023","12694","","Verify search functionality","","Verify search for an item GRID view","","Verify search for an item GRID view",""
"passed","Fri Feb 17 13:08:31 GMT 2023","Fri Feb 17 13:08:49 GMT 2023","18284","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Hoodies & Sweatshirts","","Verify navigation through main menu for the following Women>>Tops>>Hoodies & Sweatshirts",""
"passed","Fri Feb 17 13:08:49 GMT 2023","Fri Feb 17 13:09:08 GMT 2023","18973","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Bras & Tanks","","Verify navigation through main menu for the following Women>>Tops>>Bras & Tanks",""
"passed","Fri Feb 17 13:09:42 GMT 2023","Fri Feb 17 13:09:59 GMT 2023","16754","","Verify search functionality","","Verify search for an item LIST view","","Verify search for an item LIST view",""
"passed","Fri Feb 17 13:09:26 GMT 2023","Fri Feb 17 13:09:42 GMT 2023","16304","","Verify search functionality","","Verify search for a valid item","","Verify search for a valid item",""
"passed","Fri Feb 17 13:08:12 GMT 2023","Fri Feb 17 13:08:31 GMT 2023","18248","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Jackets","","Verify navigation through main menu for the following Women>>Tops>>Jackets",""
"passed","Fri Feb 17 13:11:29 GMT 2023","Fri Feb 17 13:11:49 GMT 2023","19861","","Verify search functionality","","Verify 'DESC' sorting by 'PRICE' criteria","","Verify 'DESC' sorting by 'PRICE' criteria",""
