"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 08 18:45:21 GMT 2023","Wed Feb 08 18:45:41 GMT 2023","20394","","Verify the structure of the header","","Verify header panel welcome message","","Verify header panel welcome message",""
"passed","Wed Feb 08 18:48:36 GMT 2023","Wed Feb 08 18:48:43 GMT 2023","6926","","Verify search functionality","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria",""
"broken","Wed Feb 08 18:45:54 GMT 2023","Wed Feb 08 18:45:57 GMT 2023","2543","","Verify search functionality","","Verify search form auto complete","","Verify search form auto complete",""
"broken","Wed Feb 08 18:47:08 GMT 2023","Wed Feb 08 18:47:39 GMT 2023","31696","","Verify search functionality","","Verify search for a valid item","","Verify search for a valid item",""
"passed","Wed Feb 08 18:48:17 GMT 2023","Wed Feb 08 18:48:23 GMT 2023","6019","","Verify search functionality","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Wed Feb 08 18:48:11 GMT 2023","Wed Feb 08 18:48:14 GMT 2023","3172","","Verify search functionality","","Verify items on the page","","Verify items on the page",""
"broken","Wed Feb 08 18:46:33 GMT 2023","Wed Feb 08 18:47:08 GMT 2023","34313","","Verify search functionality","","Verify search for a valid item","","Verify search for a valid item",""
"passed","Wed Feb 08 18:48:43 GMT 2023","Wed Feb 08 18:48:48 GMT 2023","4693","","Verify search functionality","","Verify navigation to the next page","","Verify navigation to the next page",""
"passed","Wed Feb 08 18:48:14 GMT 2023","Wed Feb 08 18:48:17 GMT 2023","2832","","Verify search functionality","","Verify items on the page with pagination","","Verify items on the page with pagination",""
"passed","Wed Feb 08 18:45:50 GMT 2023","Wed Feb 08 18:45:54 GMT 2023","4392","","Verify search functionality","","Verify search for an item GRID view","","Verify search for an item GRID view",""
"passed","Wed Feb 08 18:45:41 GMT 2023","Wed Feb 08 18:45:44 GMT 2023","2515","","Verify the structure of the header","","Verify header panel structure","","Verify header panel structure",""
"passed","Wed Feb 08 18:48:30 GMT 2023","Wed Feb 08 18:48:36 GMT 2023","5519","","Verify search functionality","","Verify 'DESC' sorting by 'PRICE' criteria","","Verify 'DESC' sorting by 'PRICE' criteria",""
"passed","Wed Feb 08 18:48:23 GMT 2023","Wed Feb 08 18:48:30 GMT 2023","7259","","Verify search functionality","","Verify 'ASC' sorting by 'PRICE' criteria","","Verify 'ASC' sorting by 'PRICE' criteria",""
"broken","Wed Feb 08 18:47:39 GMT 2023","Wed Feb 08 18:48:11 GMT 2023","31695","","Verify search functionality","","Verify search for a valid item","","Verify search for a valid item",""
"passed","Wed Feb 08 18:45:57 GMT 2023","Wed Feb 08 18:46:01 GMT 2023","4568","","Verify search functionality","","Verify search for a valid item","","Verify search for a valid item",""
"broken","Wed Feb 08 18:46:01 GMT 2023","Wed Feb 08 18:46:33 GMT 2023","31706","","Verify search functionality","","Verify search for a valid item","","Verify search for a valid item",""
"passed","Wed Feb 08 18:45:44 GMT 2023","Wed Feb 08 18:45:50 GMT 2023","6209","","Verify search functionality","","Verify search for an item LIST view","","Verify search for an item LIST view",""
