"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 09 09:58:53 GMT 2023","Thu Feb 09 09:58:55 GMT 2023","1743","","Verify the structure of the header","","Verify header panel structure","","Verify header panel structure",""
"passed","Thu Feb 09 09:59:19 GMT 2023","Thu Feb 09 09:59:24 GMT 2023","5134","","Verify search functionality","","Verify 'DESC' sorting by 'PRICE' criteria","","Verify 'DESC' sorting by 'PRICE' criteria",""
"passed","Thu Feb 09 09:59:05 GMT 2023","Thu Feb 09 09:59:07 GMT 2023","2467","","Verify search functionality","","Verify items on the page with pagination","","Verify items on the page with pagination",""
"passed","Thu Feb 09 09:58:58 GMT 2023","Thu Feb 09 09:59:02 GMT 2023","3161","","Verify search functionality","","Verify search for an item GRID view","","Verify search for an item GRID view",""
"passed","Thu Feb 09 09:59:12 GMT 2023","Thu Feb 09 09:59:19 GMT 2023","6709","","Verify search functionality","","Verify 'ASC' sorting by 'PRICE' criteria","","Verify 'ASC' sorting by 'PRICE' criteria",""
"passed","Thu Feb 09 09:59:07 GMT 2023","Thu Feb 09 09:59:12 GMT 2023","5320","","Verify search functionality","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria",""
"broken","Thu Feb 09 09:59:24 GMT 2023","Thu Feb 09 09:59:56 GMT 2023","31441","","Verify search functionality","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Thu Feb 09 09:58:38 GMT 2023","Thu Feb 09 09:58:53 GMT 2023","15283","","Verify the structure of the header","","Verify header panel welcome message","","Verify header panel welcome message",""
"passed","Thu Feb 09 09:58:55 GMT 2023","Thu Feb 09 09:58:58 GMT 2023","3593","","Verify search functionality","","Verify search for an item LIST view","","Verify search for an item LIST view",""
"passed","Thu Feb 09 09:59:02 GMT 2023","Thu Feb 09 09:59:05 GMT 2023","2846","","Verify search functionality","","Verify items on the page","","Verify items on the page",""
"passed","Thu Feb 09 09:59:56 GMT 2023","Thu Feb 09 10:00:00 GMT 2023","4484","","Verify search functionality","","Verify navigation to the next page","","Verify navigation to the next page",""
