"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 14 13:22:05 GMT 2023","Tue Feb 14 13:22:14 GMT 2023","8752","","Verify search functionality","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Tue Feb 14 13:22:00 GMT 2023","Tue Feb 14 13:22:05 GMT 2023","5542","","Verify search functionality","","Verify items on the page with pagination","","Verify items on the page with pagination",""
"passed","Tue Feb 14 13:21:16 GMT 2023","Tue Feb 14 13:21:23 GMT 2023","7342","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Bras & Tanks","","Verify navigation through main menu for the following Women>>Tops>>Bras & Tanks",""
"passed","Tue Feb 14 13:20:53 GMT 2023","Tue Feb 14 13:21:01 GMT 2023","7613","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Tees","","Verify navigation through main menu for the following Women>>Tops>>Tees",""
"passed","Tue Feb 14 13:21:23 GMT 2023","Tue Feb 14 13:21:30 GMT 2023","7106","","Verify navigation through main menu","","Verify navigation through main menu for the following Gear>>Bags","","Verify navigation through main menu for the following Gear>>Bags",""
"passed","Tue Feb 14 13:22:14 GMT 2023","Tue Feb 14 13:22:24 GMT 2023","9810","","Verify search functionality","","Verify 'ASC' sorting by 'PRICE' criteria","","Verify 'ASC' sorting by 'PRICE' criteria",""
"broken","Tue Feb 14 13:21:30 GMT 2023","Tue Feb 14 13:21:37 GMT 2023","6596","","Verify search functionality","","Verify search for a valid item","","Verify search for a valid item",""
"passed","Tue Feb 14 13:21:01 GMT 2023","Tue Feb 14 13:21:08 GMT 2023","7505","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Jackets","","Verify navigation through main menu for the following Women>>Tops>>Jackets",""
"broken","Tue Feb 14 13:21:37 GMT 2023","Tue Feb 14 13:21:44 GMT 2023","7118","","Verify search functionality","","Verify search for an item LIST view","","Verify search for an item LIST view",""
"broken","Tue Feb 14 13:21:44 GMT 2023","Tue Feb 14 13:21:49 GMT 2023","5372","","Verify search functionality","","Verify search for an item GRID view","","Verify search for an item GRID view",""
"passed","Tue Feb 14 13:21:54 GMT 2023","Tue Feb 14 13:22:00 GMT 2023","5378","","Verify search functionality","","Verify items on the page","","Verify items on the page",""
"broken","Tue Feb 14 13:22:42 GMT 2023","Tue Feb 14 13:22:51 GMT 2023","8590","","Verify search functionality","","Verify navigation to the next page","","Verify navigation to the next page",""
"passed","Tue Feb 14 13:21:08 GMT 2023","Tue Feb 14 13:21:16 GMT 2023","7408","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Hoodies & Sweatshirts","","Verify navigation through main menu for the following Women>>Tops>>Hoodies & Sweatshirts",""
"passed","Tue Feb 14 13:22:32 GMT 2023","Tue Feb 14 13:22:42 GMT 2023","10119","","Verify search functionality","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Tue Feb 14 13:22:24 GMT 2023","Tue Feb 14 13:22:32 GMT 2023","8115","","Verify search functionality","","Verify 'DESC' sorting by 'PRICE' criteria","","Verify 'DESC' sorting by 'PRICE' criteria",""
"passed","Tue Feb 14 13:20:33 GMT 2023","Tue Feb 14 13:20:53 GMT 2023","20163","","Verify the structure of the header","","Verify header panel structure","","Verify header panel structure",""
"broken","Tue Feb 14 13:21:49 GMT 2023","Tue Feb 14 13:21:54 GMT 2023","4926","","Verify search functionality","","Verify search form auto complete","","Verify search form auto complete",""
