"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Feb 10 16:19:15 GMT 2023","Fri Feb 10 16:19:20 GMT 2023","5295","","Verify search functionality","","Verify search for an item GRID view","","Verify search for an item GRID view",""
"broken","Fri Feb 10 16:19:06 GMT 2023","Fri Feb 10 16:19:15 GMT 2023","8369","","Verify search functionality","","Verify search for an item LIST view","","Verify search for an item LIST view",""
"passed","Fri Feb 10 16:19:36 GMT 2023","Fri Feb 10 16:19:44 GMT 2023","8189","","Verify search functionality","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria",""
"broken","Fri Feb 10 16:19:20 GMT 2023","Fri Feb 10 16:19:25 GMT 2023","4560","","Verify search functionality","","Verify search form auto complete","","Verify search form auto complete",""
"passed","Fri Feb 10 16:18:50 GMT 2023","Fri Feb 10 16:18:59 GMT 2023","8611","","Verify navigation through main menu","","Verify navigation through main menu for the following Gear>>Bags","","Verify navigation through main menu for the following Gear>>Bags",""
"passed","Fri Feb 10 16:18:27 GMT 2023","Fri Feb 10 16:18:35 GMT 2023","7234","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Jackets","","Verify navigation through main menu for the following Women>>Tops>>Jackets",""
"broken","Fri Feb 10 16:18:59 GMT 2023","Fri Feb 10 16:19:06 GMT 2023","7288","","Verify search functionality","","Verify search for a valid item","","Verify search for a valid item",""
"passed","Fri Feb 10 16:19:30 GMT 2023","Fri Feb 10 16:19:36 GMT 2023","6658","","Verify search functionality","","Verify items on the page with pagination","","Verify items on the page with pagination",""
"passed","Fri Feb 10 16:20:03 GMT 2023","Fri Feb 10 16:20:13 GMT 2023","10365","","Verify search functionality","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Fri Feb 10 16:18:20 GMT 2023","Fri Feb 10 16:18:27 GMT 2023","7770","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Tees","","Verify navigation through main menu for the following Women>>Tops>>Tees",""
"broken","Fri Feb 10 16:20:13 GMT 2023","Fri Feb 10 16:20:21 GMT 2023","8144","","Verify search functionality","","Verify navigation to the next page","","Verify navigation to the next page",""
"passed","Fri Feb 10 16:19:44 GMT 2023","Fri Feb 10 16:19:55 GMT 2023","10099","","Verify search functionality","","Verify 'ASC' sorting by 'PRICE' criteria","","Verify 'ASC' sorting by 'PRICE' criteria",""
"passed","Fri Feb 10 16:17:57 GMT 2023","Fri Feb 10 16:18:19 GMT 2023","22445","","Verify the structure of the header","","Verify header panel structure","","Verify header panel structure",""
"passed","Fri Feb 10 16:19:55 GMT 2023","Fri Feb 10 16:20:03 GMT 2023","8158","","Verify search functionality","","Verify 'DESC' sorting by 'PRICE' criteria","","Verify 'DESC' sorting by 'PRICE' criteria",""
"passed","Fri Feb 10 16:19:25 GMT 2023","Fri Feb 10 16:19:30 GMT 2023","4912","","Verify search functionality","","Verify items on the page","","Verify items on the page",""
"passed","Fri Feb 10 16:18:35 GMT 2023","Fri Feb 10 16:18:42 GMT 2023","7549","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Hoodies & Sweatshirts","","Verify navigation through main menu for the following Women>>Tops>>Hoodies & Sweatshirts",""
"passed","Fri Feb 10 16:18:42 GMT 2023","Fri Feb 10 16:18:50 GMT 2023","8072","","Verify navigation through main menu","","Verify navigation through main menu for the following Women>>Tops>>Bras & Tanks","","Verify navigation through main menu for the following Women>>Tops>>Bras & Tanks",""
