"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 09 11:38:26 GMT 2023","Thu Feb 09 11:38:33 GMT 2023","7033","","Verify search functionality","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria","","Verify 'ASC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Thu Feb 09 11:38:14 GMT 2023","Thu Feb 09 11:38:20 GMT 2023","6422","","Verify search functionality","","Verify 'ASC' sorting by 'PRICE' criteria","","Verify 'ASC' sorting by 'PRICE' criteria",""
"passed","Thu Feb 09 11:37:56 GMT 2023","Thu Feb 09 11:37:57 GMT 2023","1789","","Verify the structure of the header","","Verify header panel structure","","Verify header panel structure",""
"passed","Thu Feb 09 11:38:20 GMT 2023","Thu Feb 09 11:38:26 GMT 2023","5776","","Verify search functionality","","Verify 'DESC' sorting by 'PRICE' criteria","","Verify 'DESC' sorting by 'PRICE' criteria",""
"passed","Thu Feb 09 11:38:05 GMT 2023","Thu Feb 09 11:38:07 GMT 2023","1968","","Verify search functionality","","Verify items on the page","","Verify items on the page",""
"passed","Thu Feb 09 11:38:09 GMT 2023","Thu Feb 09 11:38:14 GMT 2023","4701","","Verify search functionality","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria","","Verify 'DESC' sorting by 'PRODUCT_NAME' criteria",""
"passed","Thu Feb 09 11:38:07 GMT 2023","Thu Feb 09 11:38:09 GMT 2023","2197","","Verify search functionality","","Verify items on the page with pagination","","Verify items on the page with pagination",""
"passed","Thu Feb 09 11:37:57 GMT 2023","Thu Feb 09 11:38:02 GMT 2023","4414","","Verify search functionality","","Verify search for an item LIST view","","Verify search for an item LIST view",""
"passed","Thu Feb 09 11:37:39 GMT 2023","Thu Feb 09 11:37:55 GMT 2023","16667","","Verify the structure of the header","","Verify header panel welcome message","","Verify header panel welcome message",""
"passed","Thu Feb 09 11:38:33 GMT 2023","Thu Feb 09 11:38:37 GMT 2023","4296","","Verify search functionality","","Verify navigation to the next page","","Verify navigation to the next page",""
"passed","Thu Feb 09 11:38:02 GMT 2023","Thu Feb 09 11:38:05 GMT 2023","2851","","Verify search functionality","","Verify search for an item GRID view","","Verify search for an item GRID view",""
